master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
svc_001_021,SVC,001/021,ポケモン,雷,ピカチュウex,-,G,False
svc_002_021,SVC,002/021,ポケモン,雷,コイル,-,G,False
svc_003_021,SVC,003/021,ポケモン,雷,ビリリダマ,-,G,False
svc_004_021,SVC,004/021,ポケモン,雷,マルマイン,-,G,False
svc_005_021,SVC,005/021,ポケモン,雷,コリンク,-,G,False
svc_006_021,SVC,006/021,ポケモン,雷,バチンウニ,-,G,False
svc_007_021,SVC,007/021,ポケモン,雷,パモ,-,G,False
svc_007_021_m,SVC,007/021,ポケモン,雷,パモ,-,G,True
svc_008_021,SVC,008/021,ポケモン,雷,パモット,-,G,False
svc_008_021_m,SVC,008/021,ポケモン,雷,パモット,-,G,True
svc_009_021,SVC,009/021,ポケモン,雷,パーモット,-,G,False
svc_009_021_m,SVC,009/021,ポケモン,雷,パーモット,-,G,True
svc_010_021,SVC,010/021,ポケモン,闘,グルトン,-,G,False
svc_011_021,SVC,011/021,トレーナーズ,グッズ,エネルギーつけかえ,-,G,False
svc_012_021,SVC,012/021,トレーナーズ,グッズ,エレキジェネレーター,-,G,False
svc_013_021,SVC,013/021,トレーナーズ,グッズ,ネストボール,-,G,False
svc_014_021,SVC,014/021,トレーナーズ,グッズ,ハイパーボール,-,G,False
svc_015_021,SVC,015/021,トレーナーズ,グッズ,ポケギア3.0,-,G,False
svc_016_021,SVC,016/021,トレーナーズ,グッズ,ポケモンいれかえ,-,G,False
svc_017_021,SVC,017/021,トレーナーズ,グッズ,ポケモンキャッチャー,-,G,False
svc_018_021,SVC,018/021,トレーナーズ,サポート,ジャッジマン,-,G,False
svc_019_021,SVC,019/021,トレーナーズ,サポート,たんぱんこぞう,-,G,False
svc_020_021,SVC,020/021,トレーナーズ,サポート,ネモ,-,G,False
svc_021_021,SVC,021/021,トレーナーズ,サポート,博士の研究（フトゥー博士）,-,G,False
svc_LIG,SVC,LIG,エネルギー,雷,基本雷エネルギー,-,-,False
