master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
svb_008_028,SVB,008/028,ポケモン,水,ネオラントV,-,F,False
svb_009_028,SVB,009/028,ポケモン,雷,メリープ,-,E,False
svb_010_028,SVB,010/028,ポケモン,雷,モココ,-,E,False
svb_011_028,SVB,011/028,ポケモン,闘,ミュウ,-,E,False
svb_001_028,SVB,001/028,トレーナーズ,グッズ,ネストボール,-,G,False
svb_002_028,SVB,002/028,トレーナーズ,グッズ,ハイパーボール,-,G,False
svb_003_028,SVB,003/028,トレーナーズ,グッズ,ふしぎなアメ,-,G,False
svb_004_028,SVB,004/028,トレーナーズ,グッズ,ポケギア3.0,-,G,False
svb_005_028,SVB,005/028,トレーナーズ,グッズ,ポケモンいれかえ,-,G,False
svb_006_028,SVB,006/028,トレーナーズ,ポケモンのどうぐ,こだわりベルト,-,G,False
svb_007_028,SVB,007/028,トレーナーズ,サポート,博士の研究（フトゥー博士）,-,G,False
svb_012_028,SVB,012/028,トレーナーズ,グッズ,ガッツのつるはし,-,F,False
svb_013_028,SVB,013/028,トレーナーズ,グッズ,霧の水晶,-,E,False
svb_014_028,SVB,014/028,トレーナーズ,グッズ,ヒスイのヘビーボール,-,F,False
svb_015_028,SVB,015/028,トレーナーズ,グッズ,レベルボール,-,E,False
svb_016_028,SVB,016/028,トレーナーズ,グッズ,ロストスイーパー,-,F,False
svb_017_028,SVB,017/028,トレーナーズ,サポート,カイ,-,F,False
svb_018_028,SVB,018/028,トレーナーズ,サポート,キバナ,-,E,False
svb_019_028,SVB,019/028,トレーナーズ,サポート,クララ,-,E,False
svb_020_028,SVB,020/028,トレーナーズ,サポート,セレナ,-,F,False
svb_021_028,SVB,021/028,トレーナーズ,サポート,ツツジ,-,F,False
svb_022_028,SVB,022/028,トレーナーズ,サポート,ナタネの活気,-,F,False
svb_023_028,SVB,023/028,トレーナーズ,サポート,ヒガナの決意,-,E,False
svb_024_028,SVB,024/028,トレーナーズ,サポート,ボスの指令（アカギ）,-,F,False
svb_025_028,SVB,025/028,トレーナーズ,サポート,モミ,-,E,False
svb_026_028,SVB,026/028,トレーナーズ,スタジアム,頂への雪道,-,E,False
svb_027_028,SVB,027/028,トレーナーズ,スタジアム,マグマの滝壺,-,F,False
svb_028_028,SVB,028/028,エネルギー,無,ダブルターボエネルギー,-,F,False
