master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sv2d_001_071,SV2D,001/071,ポケモン,草,ハネッコ,C,G,False
sv2d_002_071,SV2D,002/071,ポケモン,草,ポポッコ,C,G,False
sv2d_003_071,SV2D,003/071,ポケモン,草,ワタッコ,R,G,False
sv2d_004_071,SV2D,004/071,ポケモン,草,クヌギダマ,C,G,False
sv2d_005_071,SV2D,005/071,ポケモン,草,フォレトスex,RR,G,False
sv2d_006_071,SV2D,006/071,ポケモン,草,ヘラクロス,U,G,False
sv2d_007_071,SV2D,007/071,ポケモン,草,タマンチュラ,C,G,False
sv2d_008_071,SV2D,008/071,ポケモン,草,タマンチュラ,C,G,False
sv2d_009_071,SV2D,009/071,ポケモン,草,ワナイダー,U,G,False
sv2d_010_071,SV2D,010/071,ポケモン,炎,ドンメル,C,G,False
sv2d_011_071,SV2D,011/071,ポケモン,炎,バクーダ,U,G,False
sv2d_012_071,SV2D,012/071,ポケモン,炎,ヒノヤコマ,C,G,False
sv2d_013_071,SV2D,013/071,ポケモン,炎,ファイアロー,U,G,False
sv2d_014_071,SV2D,014/071,ポケモン,炎,カルボウ,C,G,False
sv2d_015_071,SV2D,015/071,ポケモン,炎,カルボウ,C,G,False
sv2d_016_071,SV2D,016/071,ポケモン,炎,イーユイex,RR,G,False
sv2d_017_071,SV2D,017/071,ポケモン,雷,ピカチュウ,C,G,False
sv2d_018_071,SV2D,018/071,ポケモン,雷,ライチュウ,U,G,False
sv2d_019_071,SV2D,019/071,ポケモン,雷,コリンク,C,G,False
sv2d_020_071,SV2D,020/071,ポケモン,雷,ルクシオ,C,G,False
sv2d_021_071,SV2D,021/071,ポケモン,雷,レントラー,R,G,False
sv2d_022_071,SV2D,022/071,ポケモン,雷,バチンウニ,U,G,False
sv2d_023_071,SV2D,023/071,ポケモン,雷,ズピカ,C,G,False
sv2d_024_071,SV2D,024/071,ポケモン,雷,ズピカ,C,G,False
sv2d_025_071,SV2D,025/071,ポケモン,雷,ハラバリーex,RR,G,False
sv2d_026_071,SV2D,026/071,ポケモン,超,プリン,C,G,False
sv2d_027_071,SV2D,027/071,ポケモン,超,プクリン,R,G,False
sv2d_028_071,SV2D,028/071,ポケモン,闘,ミカルゲ,R,G,False
sv2d_029_071,SV2D,029/071,ポケモン,闘,スナバァ,C,G,False
sv2d_030_071,SV2D,030/071,ポケモン,闘,シロデスナ,U,G,False
sv2d_031_071,SV2D,031/071,ポケモン,闘,ソウブレイズ,R,G,False
sv2d_032_071,SV2D,032/071,ポケモン,超,カヌチャン,C,G,False
sv2d_033_071,SV2D,033/071,ポケモン,超,カヌチャン,C,G,False
sv2d_034_071,SV2D,034/071,ポケモン,超,ナカヌチャン,C,G,False
sv2d_035_071,SV2D,035/071,ポケモン,超,デカヌチャンex,RR,G,False
sv2d_036_071,SV2D,036/071,ポケモン,草,ヨーギラス,C,G,False
sv2d_037_071,SV2D,037/071,ポケモン,草,サナギラス,C,G,False
sv2d_038_071,SV2D,038/071,ポケモン,草,ドジョッチ,C,G,False
sv2d_039_071,SV2D,039/071,ポケモン,草,ナマズン,U,G,False
sv2d_040_071,SV2D,040/071,ポケモン,闘,グレッグル,C,G,False
sv2d_041_071,SV2D,041/071,ポケモン,闘,ドクロッグ,U,G,False
sv2d_042_071,SV2D,042/071,ポケモン,闘,マケンカニ,C,G,False
sv2d_043_071,SV2D,043/071,ポケモン,闘,ケケンカニ,U,G,False
sv2d_044_071,SV2D,044/071,ポケモン,闘,ナゲツケサル,U,G,False
sv2d_045_071,SV2D,045/071,ポケモン,草,コジオ,C,G,False
sv2d_046_071,SV2D,046/071,ポケモン,草,コジオ,C,G,False
sv2d_047_071,SV2D,047/071,ポケモン,草,ジオヅム,C,G,False
sv2d_048_071,SV2D,048/071,ポケモン,草,キョジオーン,R,G,False
sv2d_049_071,SV2D,049/071,ポケモン,草,ディンルーex,RR,G,False
sv2d_050_071,SV2D,050/071,ポケモン,草,ニューラ,C,G,False
sv2d_051_071,SV2D,051/071,ポケモン,草,マニューラ,R,G,False
sv2d_052_071,SV2D,052/071,ポケモン,草,バンギラス,R,G,False
sv2d_053_071,SV2D,053/071,ポケモン,闘,シルシュルー,C,G,False
sv2d_054_071,SV2D,054/071,ポケモン,闘,シルシュルー,C,G,False
sv2d_055_071,SV2D,055/071,ポケモン,闘,タギングル,U,G,False
sv2d_056_071,SV2D,056/071,ポケモン,雷,オトシドリ,U,G,False
sv2d_057_071,SV2D,057/071,ポケモン,竜,オンバット,C,G,False
sv2d_058_071,SV2D,058/071,ポケモン,竜,オンバーンex,RR,G,False
sv2d_059_071,SV2D,059/071,ポケモン,闘,キリンリキ,C,G,False
sv2d_060_071,SV2D,060/071,ポケモン,闘,リキキリン,U,G,False
sv2d_061_071,SV2D,061/071,ポケモン,雷,ヤヤコマ,C,G,False
